filename,predicted_category,confidence,best_pipeline,similarity,ocr_text,detected_language,translations,true_category,source
Screenshot_12.png,manga,0.8316542358160603,bilateral_sharp_filtered,0.5423728813559322,"BLOODY Saf MANP- wa, TION... La) LN gy",cy,"{'en': 'BLOODY Saf MANP- wa, TION... La) LN gy'}",manga,sample
Screenshot_2.png,manga,0.6285964722575919,adaptive_filtered,0.05303678357570573,"DETECTIVE BUT TWO WATCHING FIGURES Have NOT BEEN FOOLED BY THE JOKER'S| F THOSE CLOCKS JOKER'S REVERSE CLEVER RUSE. ARE WRONG- WATCH ff WHATS ALL) THEYRE THAT CROWOoY RUNNING, dee CRIME! R SOME A THE A ‘a RETURN TO ESS THE GOLD! Gey LS AE ONS os an Fa eae NOW WS A SWELL Nol NEXT TIME You OPEN PLAY )f NEXT WESTERN UP THAT LOCKED WIPE THE DUST OFF TtMeE t GOLD CARY YOUR SHOES.’ ay Ss: <j vetecTive— By A PR AS Se SAR",en,"{'ja': ""探偵だけど監視している二人はジョーカーに騙されない| F それらの時計はジョーカーの逆の巧妙な策略です。それは間違っています - 何が起こっているのか見てください) クロウイが走っているのです、犯罪者です! ROME A THE A 'A RETURN TO ESS THE GOLD! Gey LS AE ONS os an Fa eae NOW WS A SWELL Nol Next Time You OPEN PLAY )f NEXT WESTERN UP THAT LOCKED WIPE THE DUST OFF TtMeE t GOLD CARY YOUR SHOES.’ ay Ss: <j vetecTive— By A PR AS Se SAR"", 'ur': ""جاسوس لیکن دو دیکھنے والی شخصیات جوکر کے دھوکے میں نہیں آئیں۔ F THOS LOCKS JOKER's Reverse CLEVER RUSE۔ غلط ہیں- سب کیا دیکھو) وہ کراؤوئی بھاگ رہے ہیں، ڈی کرائم! R Some A The A ‘ A Return to ESS The Gold! اگلی بار جب آپ کھلیں گے تو اب کوئی سوج نہیں رہا"", 'zh-cn': '侦探，但两个观察人物并没有被小丑的愚弄| F 这些时钟是小丑的反聪明计。错了——注意什么）他们是克鲁伊在跑，犯罪！ R 一些 A THE A ‘a 回归黄金！ Gey LS AE ONS os an Fa eae 现在 WS A SWELL Nol 下次您打开游戏时 )f 下一个锁定的西部 擦拭灰尘 TtMeE t GOLD CARY YOUR SHOES.’ ay Ss: <j vetecTive — 作者：A PR AS Se SAR'}",manga,sample
Screenshot_23.png,manga,0.7833983279232395,original_sharp_filtered,0.11387900355871886,"MEANWHILE THE CAR Ts OWNER GOES INSIDE CRUG STORE FOR CIGARETTES te ON, Ha! wal HIDE HERG ba SCRAM LOOK AT TH’ IN THe z CHEAP. SEAT WHERE WONT HOOKIN’ A Be oN LY IT STRIKES A BUMP IN THE ROAD, NS) Ve i of he CAR DRIVEN WITHIN A we GARAGE WHE r SS Y prenry! or HARB MBN WS LISTEN, You giRps! SS WN HAPPENED GOT To wee AN i VW ai A",en,"{'ja': 'その間に、車の所有者はタバコを求めてクルーグストアに入ります。ウォルはヘルグを隠し、スクラムは安いものを見てください。引っ掛けない場所に座ってください、道路の段差にぶつかる可能性があります、NS) SS Y の予定のガレージ内で車を運転している彼の車を見たことがあります。または HARB MBN WS 聞いてください、このお嬢さん! SS WN HAPPENED GOT おしっこする AN i VW ai A', 'ur': ""اس دوران کار کا مالک سگریٹ پینے کے لیے کرگ اسٹور کے اندر چلا گیا، ہا! wal HIDE HERG ba SCRAM LOOK AT TH' in the z Cheap۔ وہ جگہ جہاں ہُکنگ نہیں ہو گی وہ سڑک پر ٹکراتی ہے، NS) Ve i of he Car driven WITHIN A we garage whe r SS Y prenry! یا ہارب ایم بی این سنیں، آپ جی آر پی ایس! SS WN ہوا AN i VW ai A"", 'zh-cn': ""与此同时，车主走进 CRUG 商店买香烟，哈！ wal HIDE Herg ba SCRAM Look at TH' in the z Cheap.座位不会在路上遇到颠簸，NS）我们的车库里有一辆汽车在SS Y prenry！或 HARB MBN WS 听着，你们这些家伙！ SS WN 发生了必须要 AN i VW ai A""}",manga,sample
Screenshot_3.png,manga,0.8288112163326228,nlm_adapt,0.23436586791350086,"Schoo} of Medicino, Now York University

| Editorial oo
Advisory Board |

OR. LAURETTA BENDER
Associato Professor of Psychiatry

|

ir

JOSETTE FRANK
Consultant on Children’s Reading..
Child Study Assoctation of Amarice

DR. C.. BOWIE MILLICAN

Departmont of English Literaluro
New York Univorsity

Or. W. W. D. SONES _

Peofassor of Education and
Director of Cursiculum Study,
Universify of Pittsburgh

Dr. S. HARCOURT PEPPARD
Acting Dircetor, Bureau of Child Guidance
Board of Education, City of New York

The following mag-
azines all bear this
trademark as your
guarantee of the best
in comic reading:

ACTION COMICS
A DATE WITH JUDY
ADVENTURE COMICS
ALL-AMERICAN COMICS
ALL-FLASH
ALL FUNNY COMICS
ALLSTAR COMICS
ANIMAL ANTICS
BATMAN
BOY COMMANDOS
BUZZY
COMIC CAVALCADE
DETECTIVE COMICS
FLASH COMICS
FUNNY FOLKS
FUNNY STUFF
GREEN LANTERN
LEADING COMICS
MORE FUN COMICS
_ MUTT & JEFF
REAL FACT COMICS
REAL SCREEN COMICS
SENSATION COMICS
STAR SPANGLED COMICS
SUPERMAN
WONDER. WOMAN
WORLD'S FINEST COMICS

DETECTIVE COMICS, No. 128. Oct, 1947. Published month-
ly by_ National Comics Publications, Inc: 480 Lexington Ave.

New York 17, N. Y. Whitney Ellsworth, Editor. Reentered at
Office at Now Noth, N. ¥.

second closs matter at ‘the Pos
under the act af Morch 3, 1879. Yeorly subscription in the
$1.50 including postage. Foreign, $3.00 in American

f und %.

: For advertising rates oddtese Richard A. Feldon & a""

LS

LO

{hig

O
IS X, THE UNKNOWN

QUANTITY—

POOR CHAP, HE'LL NEVER
READ THE BOOKS.
WITH THE SIGN THAT
MEANS ""I WANT IT,

GEE."" ,

“ON THE COVER OF
LA

= S
CONICS
FOR EXAMPLES
IS YOUR
GUARANTEE
OF THE BEST
INANY COMIC
MAGAZINES

205 ©. 42nd St. New York 17, N. ¥. Entire contents copys
fighted 1947° by National Comics Publicstions, Inc. Except
those who ‘have authorized use of their names, the stories
characters and incidents mentioned in_ this periodical are en-
Urely imaginary and fictitigus and no identification with actuo?
Persons, living or dead, is intended or should be inferred.

Printed fn U.S.A. ,",en,"{'ja': 'ニューヨーク大学メディシーノのSchoo}\n\n|編集担当\n諮問委員会 |\n\nまたは。ラウレッタ・ベンダー\n精神医学准教授\n\n|\n\n赤外線\n\nジョゼット・フランク\n子どもの読書コンサルタント。\nアマリス児童研究協会\n\nDR. C..ボウイ・ミリカン\n\n英語リテラルロ科\nニューヨーク大学\n\nあるいは。 W.W.D.SONES_\n\n教育長と\nカリキュラム研究ディレクター、\nピッツバーグの大学\n\nS・ハーコート・ペパード博士\n児童相談所局長代理\nニューヨーク市教育委員会\n\n次の雑誌\nアジンは皆これに耐える\nあなたの商標として\n最高の保証\n漫画を読む場合：\n\nアクションコミックス\nジュディとのデート\nアドベンチャーコミック\nオールアメリカンコミックス\nオールフラッシュ\nすべての面白い漫画\nオールスターコミックス\n動物のふざけた行為\nバットマン\nボーイコマンドス\nバジー\nコミックカヴァルケイド\n探偵漫画\nフラッシュコミック\n面白い人たち\n面白いもの\nグリーンランタン\n一流のコミック\nもっと楽しいコミック\n_ ムットとジェフ\nリアルファクトコミックス\nリアルスクリーンコミック\nセンセーションコミックス\n星条旗コミックス\nスーパーマン\n不思議です。女性\n世界最高のコミック\n\nDETECTIVE COMICS、No. 128、1947 年 10 月、発行月 -\nly by_ National Comic Publications, Inc: 480 Lexington Ave.\n\nニューヨーク 17、ニューヨーク州ホイットニー・エルズワース、編集者。に再入力しました\nNow Noth のオフィス、N. ¥。\n\n「ポスト」での第二の問題\n1879 年モルヒ 3 日以降の法律に基づく。\n送料込みで1.50ドル。外国人、アメリカ人 $3.00\n\n資金と%。\n\n: 広告料金については、奇妙なリチャード・A・フェルドンと「」\n\nLS\n\nLO\n\n{高い\n\n○\nIS X、未知\n\n数量—\n\nかわいそうな人、彼は決してしないよ\n本を読んでください。\nというサインとともに\n意味は「欲しいのですが、\n\nやあ。」\n\n「表紙に\nLA\n\n=S\nコニックス\n例として\nあなたのものです\n保証\n最高の\nイナニーコミック\n雑誌\n\n205 ©. 42nd St. New York 17, N. ¥.コンテンツ全体のコピー\n1947年にNational Comic Publications, Inc.によって戦われた。\n「自分の名前とストーリーの使用を許可した人」\nこの定期刊行物に記載されている人物や事件は、\nまさに空想的で架空のものであり、実際のものとの同一性はありませんか？\n生きているか死んでいるかに関わらず、人物が意図されているか、推測されるべきです。\n\n米国で印刷された、', 'ur': 'سکول آف میڈیسن، ناؤ یارک یونیورسٹی\n\n| ادارتی oo\nایڈوائزری بورڈ |\n\nیا لوریٹا بینڈر\nنفسیات کے ایسوسی ایٹو پروفیسر\n\n|\n\nir\n\nجوسیٹ فرینک\nکنسلٹنٹ برائے بچوں کی پڑھائی..\nچائلڈ اسٹڈی ایسوسی ایشن آف امریس\n\nڈاکٹر C. BOWIE MILLICAN\n\nانگریزی Literaluro کا شعبہ\nنیویارک یونیورسٹی\n\nیا ڈبلیو ڈبلیو ڈی سونز _\n\nپیوفاسر آف ایجوکیشن اور\nنصابی مطالعہ کے ڈائریکٹر،\nپٹسبرگ کی یونیورسٹی\n\nڈاکٹر ایس ہارکورٹ پیپرڈ\nقائم مقام ڈائریکٹر، بیورو آف چائلڈ گائیڈنس\nبورڈ آف ایجوکیشن، سٹی آف نیویارک\n\nمندرجہ ذیل میگ-\nazines سب یہ برداشت کرتے ہیں\nآپ کے بطور ٹریڈ مارک\nبہترین کی ضمانت\nمزاحیہ پڑھنے میں:\n\nایکشن کامکس\nجوڈی کے ساتھ ایک تاریخ\nایڈونچر کامکس\nآل امریکن کامکس\nآل فلیش\nتمام مضحکہ خیز کامکس\nآل اسٹار کامکس\nجانوروں کی اینٹیکس\nبیٹ مین\nبوائے کمانڈوز\nBUZZY\nکامک کیولکیڈ\nجاسوسی مزاحیہ\nفلیش کامکس\nمضحکہ خیز لوگ\nمضحکہ خیز چیزیں\nسبز لالٹین\nمعروف کامکس\nمزید تفریحی کامکس\n_ MUTT اور JEFF\nحقیقی حقیقت مزاحیہ\nاصلی اسکرین کامکس\nسینسیشن کامکس\nسٹار اسپینگلڈ کامکس\nسپرمین\nونڈر۔ عورت\nدنیا کے بہترین کامکس\n\nجاسوسی کامکس، نمبر 128۔ اکتوبر، 1947۔ شائع شدہ ماہ-\nly by_ National Comics Publications, Inc: 480 Lexington Ave.\n\nنیویارک 17، این وائی وٹنی ایلس ورتھ، ایڈیٹر۔ پر دوبارہ داخل ہوا۔\nناؤ نوتھ، N. ¥ پر دفتر۔\n\n\'پوز\' پر دوسرا بند معاملہ\nمورچ 3، 1879 کے ایکٹ کے تحت۔ میں سالانہ سبسکرپشن\n$1.50 بشمول ڈاک۔ غیر ملکی، امریکی میں $3.00\n\nf اور %\n\n: اشتہاری قیمتوں کے لیے رچرڈ اے فیلڈن اور ایک""\n\nایل ایس\n\nLO\n\n{ہائی\n\nاے\nIS X، نامعلوم\n\nمقدار-\n\nغریب آدمی، وہ کبھی نہیں کرے گا\nکتابیں پڑھیں۔\nاس نشانی کے ساتھ\nمطلب ""میں یہ چاہتا ہوں،\n\nGEE.""،\n\n""کے سرورق پر\nایل اے\n\n= ایس\nCONICS\nمثالوں کے لیے\nآپ کا ہے۔\nگارنٹی\nبہترین کا\nINANY مزاحیہ\nمیگزین\n\n205 ©. 42ویں سینٹ نیویارک 17، N. ¥. پورے مواد کی کاپیاں\nنیشنل کامکس پبلی کیشنز، انکارپوریٹڈ کے ذریعہ 1947° کا مقابلہ کیا۔\nوہ لوگ جنہوں نے \'اپنے ناموں، کہانیوں کے استعمال کی اجازت دی ہے۔\nاس رسالہ میں مذکور کردار اور واقعات en-\nواقعی خیالی اور فرضی اور عمل کے ساتھ کوئی شناخت نہیں؟\nافراد، زندہ یا مردہ، ارادہ ہے یا اندازہ لگایا جانا چاہئے.\n\nمطبوعہ ایف این یو ایس اے،', 'zh-cn': ""现约克大学医学院\n\n|编辑部\n顾问委员会|\n\n或者。劳雷塔·本德尔\n精神病学副教授\n\n|\n\n红外\n\n乔塞特·弗兰克\n儿童阅读顾问..\n阿马里斯儿童研究协会\n\n博士。 C..鲍伊·米利肯\n\n英语文学系\n纽约大学\n\n或者。 W.W.D.SONES _\n\n教育家和\n课程研究主任，\n匹兹堡大学\n\nS.哈考特·佩帕德博士\n儿童指导局代理局长\n纽约市教育委员会\n\n以下磁\n吖嗪都承担这个\n商标作为您的\n最好的保证\n在漫画阅读中：\n\n动作漫画\n与朱迪的约会\n冒险漫画\n全美国漫画\n全闪存\n所有有趣的漫画\n全明星漫画\n动物滑稽动作\n蝙蝠侠\n男孩突击队\n嗡嗡声\n漫画队伍\n侦探漫画\n动画漫画\n有趣的人\n有趣的东西\n绿灯侠\n领先漫画\n更多好玩的漫画\n_ 穆特和杰夫\n真实漫画\n真人银幕漫画\n轰动漫画\n星条旗漫画\n超人\n想知道。女人\n世界上最好的漫画\n\n侦探漫画，第 128 期。1947 年 10 月。出版月份-\n作者：National Comics Publications, Inc: 480 Lexington Ave.\n\n纽约 17，纽约州惠特尼·埃尔斯沃斯，编辑。重新进入于\n办公室位于诺斯 (Now Noth)，N. ¥。\n\n'Pos 的第二件结案\n根据 1879 年 Morch 3 号法案。\n1.50 美元，包括邮费。国外，美国 3.00 美元\n\n资金和%。\n\n：对于广告费率，理查德·费尔顿 (Richard A. Feldon) 和“\n\nLS\n\n洛\n\n{高\n\n氧\n是 X，未知者\n\n数量—\n\n可怜的家伙，他永远不会\n阅读书籍。\n带有标志\n意思是“我想要它，\n\n哎呀。”,\n\n“在封面上\n洛杉矶\n\n= S\n圆锥曲线\n举例来说\n是你的\n保证\n最好的\n伊尼漫画\n杂志\n\n205©。 42nd St. 纽约 17, N. ¥。全部内容复制\n1947° 与 National Comics Publicstions, Inc. 进行战斗。除了\n那些“授权使用他们的名字、故事”的人\n本期刊中提到的人物和事件是 en-\n纯粹是想象和虚构的，与现实没有认同吗？\n人，无论是活着的还是死了的，都是有意的或应该推断出来的。\n\n美国印制，""}",manga,sample
Screenshot_4.png,manga,0.8163641854424464,original_sharp,0.06796116504854369,"- 一 李 3 史 不 一 一 7
〈′臼 〔苎 铉 菩汪`、薹喜鏖J二晕皇 伯 23 阮 沥 范 圆 》 - . 鸿
1 l d 一 标 ( 一 e 阮
沥 又 、 [ | | 言墙「(
城 氢筐涝'=「'羞耆『;赘熹翩骂【′′鬟琬陷 仪 个 伟 夺 的
: '.墓'′""薹 鬟雹!…'熹T`宅歪亘=鬓′ ""′-`_罡嘈 园 | 怎 久 回 事 ? …. 龙 ? 仵 在 十 品 2 月
L MHKaeerc 灵 | ′′
E 小 1 , 仪 W5 仁 刀 F 刑
z l | 目 口 = 乏z鲁妾笋`缘′艾荟」蘑涉 5
E E 一 ( 一 吴 / KK
人 > Z l 螂′ 广 伟
一 渡 蛇 肉
2 厂 | 途 二 `′一一 园 园 有 达 个 . {′′一 刃
co | “ H 员 , 我 恨 这 个 …... 还 有 这 个 …...
铋〈′ 藿二′喜蓼颞鞋`义 8 ′…二′′_亨' 口 扬
G , | 已 2 一 要 些
韧… 7 愤直 2 〉〉三…_叠凳′_ 涂 伟 个邃二熹膏
` 3 一 “ 一 咖 7
D …婶 小 创 怡 : 1273 酗》彰〈 古
b 市 哟 ( `)`′一""「 | K.[Ah
J 意 2 | 8 a",zh-cn,"{'en': '- 一李 3 史不 一一 7\n〈′ Jiu 〔苎酓波王`,蹹 Xi鏖J Erhunhuang Bo 23 Ruan Li Fan Yuan》 - . Hong\n1 l d a standard (a e nguyen\nLi You, [ | | Yanqiang ""(\nThe city\'s hydrogen basket waterlogged\' = ""\'shy\';\n: \'. Tomb\'\'""薹鬟鬟!...\'熹T`Zhaiwaigen=鬓′""\'-`_Gang Cao Garden | How long has it happened? .... Dragon? Wu in the tenth grade in February\nL MHKaeerc Ling | ′′\nE small 1, instrument W5 benevolence knife F punishment\nz l | Eyes and mouth = lack z Lu concubine\'s bamboo shoots `yuan\' Aihui"" mushroom she 5\nE E 一 ( 一 五 / KK\nPeople > Z l mantis′ Guang Wei\nA crossing snake meat\n2 Factory | Tu 2 `′一一园园 There are up to . {′′一 Blade\nco | ""Member H, I hate this...and this...\nBismuth〈′ Huoer′xipolytemporal shoes`meaning 8′…二′′_heng\' mouth Yang\nG , | already 2 a to some\nTough... 7 Angry 2 〉〉Three..._Stacked Stool\'_ Tu Wei A Sui Erxi Paste\n` 3 a “ a coffee 7\nD...Aunt Xiao Chuang Yi: 1273 Alcohol》Chang〈 Ancient\nb city yo ( `)`′一""\u3000 | K.[Ah\nJ meaning 2 | 8 a'}",manga,sample
Screenshot_5.png,manga,0.6836736395191635,original_sharp_filtered,0.7352941176470589,"re IGN eZ NOT YET, SIR, BUT HE HAS TO ARQUND HERE Se, a eS TIMOR? f wae TIMOR, ARE YOU if y See",en,"{'ja': 'まだ回復していません、先生、しかし彼はここで議論しなければなりません、それで、密かに？さあ、ティモール、あなたはいますか？', 'ur': 're IGN eZ ابھی تک نہیں، سر، لیکن اسے یہاں آرکنڈ کرنا ہے، ایک ایس تیمور؟ تیمور، تم ہو اگر تم دیکھتے ہو؟', 'zh-cn': '先生，还没有，但他必须在这里扎堆，是帝汶吗？ f 是东帝汶，你是吗？'}",manga,sample
Screenshot_6.png,manga,0.7047152773632738,blackhat,0.20809248554913296,"-
g 》/囊*/「 山 蓄萨
年 《

系 统 你 就 不 能 给 我 | - 氘 二 “
好一点的天贝i毛贬`身/ ′…_′《'%一\》′_″…雹
| 口 一 A
~ 一 “ a 人
/ / -AtQaj 人 |
/ ' &' 物// 十 u 一 国
w 3
1 23",zh-cn,"{'en': '-\ng》/Nang*/『山沔\nYear ""\n\nSystem, you can’t give me | - Deuterium Two “\nBetter tempeh i Mao demoted `shen/ ′…_′《\'%一\\》′_″…hail\n| Mouth 1 A\n~ a “ a person\n/ / -AtQaj People |\n/ \' &\' thing// ten u one country\nw 3\n1 23'}",manga,sample
Screenshot_7.png,manga,0.48917258702030864,plain_gray,0.7203791469194313,"我 重 生 以 后
自 带 系 统
这 是 多 少 人
梦 寐 以 求 的 事
不 过 每 天 只 能 摇 一 次
灵 根 资 质 和 先 天 气 运
这 个 设 定 真 是 坑 爹 啊
可 十 一 年 都 过 来 了
我 又 何 必 在 乎
这 么 一 两 天 呢",ko,"{'en': ""I am alive and well.\nSelf-improvement\nMany small people\n梦寐以求的事\n不 过 每 天 只 能 摇 1 次\n灵根资质和先天气运\nIt's true, it's true, it's happening.\n10 years, 1 year, 1 year, 1 year, 1 year.\nI'm in front of you, I'm in front of you\n一 两 天 呢""}",manga,sample
Screenshot_8.png,manga,0.6892304993544041,otsu_blue_filtered,0.5454545454545454,a r THOUGHT. il,cy,{'en': 'and r THOUGHT. again'},manga,sample
Screenshot_1.png,handwritten,0.5772114076410628,plain_gray,0.4,(May,tl,{'en': '(May'},handwritten,sample
Screenshot_2.png,handwritten,0.502607503793019,otsu_blue,0.9523809523809523,andwritten,en,"{'ja': 'そして書かれた', 'ur': 'اور لکھا', 'zh-cn': '并书面的'}",handwritten,sample
Screenshot_3.png,handwritten,0.4803555068425596,handwritten_v8,0.010338885697874785,"—a— Spee oe wees tome -_———- -—— — .
=> ~~ > ee —— ——_ a me -
Lo eo: ee ag -
= eee

~~ =e ' ;
~~ .- _: ae

; rm
~~ toe i
—> - . a . eT . a os if re
ao tee Tne P i wt a "" er ae et yate Lee le - se ar :
ora ~ . - pats
ae. Ae 4
gy emas ry , . r
Fae AGEN, | a i
aan aa Soe , YU
_ oo: + -. ~ woe * - .
oe ere

-. 1 ol _ an oe, Ty
bon -~ ‘—— = +) a — 1 4 iz.",en,"{'ja': '—a— Spee oe wees tome -————- -—— — 。\n=> ~~ > ええ —— ——_ 私 -\nLo eo: ee ag -\n= ええ\n\n~~ =e \' ;\n~~ .- _: え\n\n; rm\n~~ つま先\n—> - 。 。 eT. OSがあれば\nao tee Tne P i wt a ""er ae et yate Lee le-sear :\nおら〜。 - 撫でる\nああ。エー4\nギエマスリ、。 r\nフェイ・アジェン、 |あ、私\nああ、ああ、ソー、ユ\n_oo: + -。 〜悲惨な* - 。\nああ、エレ\n\n-。 1 ol_an oe、Ty\nボン -~ ‘—— = +) a — 1 4 iz.', 'ur': '—a— Spee oe wees tome -_————- ——— — .\n=> ~~> ee —— ——_ a me -\nلو ایو: ای ای جی -\n= eee\n\n~~ =e \' ;\n~~ .- _: ae\n\n; rm\n~~ پیر i\n--> - ایک ای ٹی ایک OS اگر دوبارہ\nao tee Tne P i wt a "" er ae et yate Lee - se ar :\nیا ~ --.پیٹ\nae Ae 4\ngy emas ry , . r\nFae AGEN، | ایک میں\naan aa Soe , YU\n_oo: + -. ~ افسوس * - .\nاوہ پہلے\n\n--. 1 ol _ an oe, Ty\nbon -~ ‘—— = +) a — 1 4 iz۔', 'zh-cn': '—a— Spee oe wees tome -_——- -—— — 。\n=> ~~ > ee —— ——_ 一个我 -\nLo eo: ee ag -\n= ee\n\n~~=e\';\n~~ .- _: ae\n\n; rm\n~~脚趾我\n—>-。一个。 eT 。操作系统如果重新\nao tee Tne P i wt a ""er ae et yate Lee le-se ar :\n奥拉～。 - 拍拍\nae. AE 4\n吉埃马斯里，。 r\n费阿根，|我\n苏\n_ oo：+ -。 〜祸* - 。\n厄埃雷\n\n-. 1 ol _ oe, Ty\nbon -~ ‘—— = +) a — 1 4 iz.'}",handwritten,sample
handwritten_1.jpg,handwritten,0.5690179844300667,clahe_2x_sharp,0.4397163120567376,"writes Liles hes fotze

WILE orks

Te bee Should: jee Race",en,"{'ja': 'リイルズはフォッツェを書いています\n\nワイルオークス\n\nティービーすべき: ジーレース', 'ur': 'Liles hes fotze لکھتے ہیں۔\n\nWILE orks\n\nTe bee چاہئے: jee ریس', 'zh-cn': 'Liles hes fotze 写道\n\nWILE兽人\n\nTe bee 应该：jee Race'}",handwritten,sample
image (1).jpg,handwritten,0.5775305480606395,bg_normalize,0.6133333333333333,THOR Hoy Wary Qabed soma Le bh - Wrong,en,"{'ja': 'THOR Hoy Wary Qabed soma Le bh - 間違っています', 'ur': 'THOR Hoy Wary Qabed soma Le bh - غلط', 'zh-cn': 'THOR Hoy Wary Qabed soma Le bh - 错误'}",handwritten,sample
image (10).jpg,handwritten,0.7133555327822628,proj_deskew,0.9371428571428572,"xssuredness ""Bella Bella Narie"" ( arlophone ), o lively song that change tempo mid-way .",en,"{'ja': 'xssuredness「Bella Bella Narie」（アーロフォン）、途中でテンポが変わる元気な曲。', 'ur': 'xssuredness ""Bella Bella Narie"" ( arlophone ) , o زندہ دل گانا جو رفتار کو درمیان میں بدل دیتا ہے۔', 'zh-cn': 'xssuredness “Bella Bella Narie”（arlophone），一首中途改变节奏的活泼歌曲。'}",handwritten,sample
image (11).jpg,handwritten,0.5802384899007301,bg_normalize,1.0,showing that Such Changes are part of a,en,"{'ja': 'このような変更が、', 'ur': 'یہ ظاہر کرنا کہ ایسی تبدیلیاں a کا حصہ ہیں۔', 'zh-cn': '表明此类变更是'}",handwritten,sample
image (2).jpg,handwritten,0.562689255470491,clahe_2x,0.6436781609195402,Large a o/ habeur OM Rane Lhely 0 barn,en,"{'ja': 'ラージ ア オー/ ハブール OM Rane Lhely 0 納屋', 'ur': 'بڑا ایک o/ habeur OM Rane Lhely 0 barn', 'zh-cn': '大型 o/ habeur OM Rane Lhely 0 谷仓'}",handwritten,sample
image (3).jpg,handwritten,0.6043985972393301,bg_normalize,0.65,muewbery THE Awe purl Afmtcan Aahevalih,en,"{'ja': 'muewbery THE Awe purl Afmtcan Ahevalih', 'ur': 'muewbery The Awe purl Afmtcan Aahevalih', 'zh-cn': 'muewbery THE Awe purl Afmtcan Aahevalih'}",handwritten,sample
image (4).jpg,handwritten,0.7254483703920456,bg_normalize,0.7083333333333334,teeresses have heen Craleol Net Gbour Seakwenk,nl,{'en': 'teeresses have gone Craleol Net Gbour Seakwenk'},handwritten,sample
image (5).jpg,handwritten,0.6425386609812311,morph_clean,0.7628865979381443,"mn Northem Rhoderr.o, ut Ahe lolonial Seertory,,",en,"{'ja': 'mn Northem Rhoderr.o、ut Ahe lolonial Sertory、、', 'ur': 'mn Northem Rhoderr.o, ut Ahe lolonial Seertory,,', 'zh-cn': 'mn Northem Rhoderr.o, ut Ahe lolonial Seertory,,'}",handwritten,sample
image (6).jpg,handwritten,0.6565398447453571,otsu_blue,0.9056603773584906,lucky lo have descended From Soch economic oltdudes .,en,"{'ja': '幸運なことに、ソッホの経済老人の子孫です。', 'ur': 'خوش قسمت لوگ سوچ کے معاشی بزرگوں سے اترے ہیں۔', 'zh-cn': '幸运的是，你是索赫经济老家伙的后裔。'}",handwritten,sample
image (7).jpg,handwritten,0.5908567957696604,red_ch_clahe,0.5316455696202531,atnk thor RL; caret. (ler thittah Lad,en,"{'ja': 'RL に注意してください。キャレット。 (ラー・ティッター・ラッド', 'ur': 'atnk تھور آر ایل؛ کیریٹ (لر ٹھٹھہ لاڈ', 'zh-cn': '雷神 RL；插入符。 （勒蒂塔小伙子'}",handwritten,sample
image (8).jpg,handwritten,0.5884817706337034,bg_normalize,0.4266666666666667,wole be weber Qn ser whee Kelly Jor.,en,"{'ja': 'ウェーバー、ケリー・ジョーを待ちなさい。', 'ur': 'wole be weber Qn ser whee Kelly Jor۔', 'zh-cn': '我是韦伯·凯利·乔 (Kelly Jor)。'}",handwritten,sample
image (9).jpg,handwritten,0.5841231331034407,morph_clean,0.7446808510638298,"‘Lock! fe wend om eamrantly ""You are nat gorng",en,"{'ja': ""'ロック！フェ・ウェン・オム・アム・ラットリー「あなたはナット・ゴーンではない」"", 'ur': '\'تالا! fe wend om eamrantly ""You are nat gorng', 'zh-cn': ""'锁！ fe wend om eamrantly “你是 nat gorng""}",handwritten,sample
image.jpg,handwritten,0.5654908870304264,bilateral_adapt,0.4634146341463415,Baik te me peter rome if wip topes,en,"{'ja': 'Baik te me Peter rome if wip topes', 'ur': 'بیک ٹی می پیٹر روم اگر وِپ ٹاپس', 'zh-cn': 'Baik te me peter 罗马 if wip topes'}",handwritten,sample
test_image.jpg,handwritten,0.5823582892561463,detail_enhance,0.03308270676691729,"‘Ss ‘i ¥ 3 Ps. D>
Dy Polsnomel ti mk = p/ablems are determin tstie

ae 4a > - aA ""7 D “
iP Se haw hendatermid les py Fewial Hine is oo

~ tipe ct problem

a PME Ye 7 ing -
3: the Hime complerity Bian, sasich 15 Ololen
co the bigQ of the tes SEER",en,"{'ja': '\'Ss\'i ¥3Ps.ド＞\nDy Polsnomel timk = p/ablems が決定されます\n\nae 4a > - aA ""7 D ""\niP Se haw hendatermid les py Fewial Hine は oo\n\n~ ティペCT問題\n\nPME イェー 7 イング -\n3: 姫コンプリビアン、サシック 15 オロレン\nco tes SEERのbigQ', 'ur': '\'Ss\' i¥ 3 Ps۔ ڈی>\nDy Polsnomel ti mk = p/ablems tstie کا تعین کرتے ہیں۔\n\nae 4a > - aA ""7 D""\niP Se haw hendatermid les py Fewial Hine is oo\n\n~ ٹائپ سی ٹی مسئلہ\n\nایک PME Ye 7 ing -\n3: ہیم کمپلیریٹی بیان، ساسچ 15 اولولین\nco the bigQ of the tes SEER', 'zh-cn': '‘Ss’i ¥ 3 Ps。 D>\nDy Polsnomel ti mk = p/ablems 确定 tstie\n\nae 4a > - aA “7 D “\niP Se haw hendatermid les py Fewial Hine is oo\n\n~ 提示 ct 问题\n\nPME 叶 7 ing -\n3：Hime complerity Bian，sasich 15 Ololen\nco tes SEER 的 bigQ'}",handwritten,sample
