filename,category,ocr_text,raw_ocr_text,ground_truth,raw_word_acc,processed_word_acc,raw_char_acc,processed_char_acc
Screenshot_1.png,manga,"DETECTIVE COMICS NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUND: THROUGH GOTHAM CITY..- Poice DIED BEFORE THE VERY AN AUTOPSY HAS REVEALED NOTHING THAN DEATH FROM NATURAL CAUSES. I COMMISSIONER GORDON-- THIS IS FRED BARKER: I'VE RECEIVED THE SAME TYPE Y OF DEATH-NOTE THATIIM DICE DID.’ YOu""VE GOT HELP ME! WE'RE NOT EARLY- your WATCH MUST EL WATERS AND COMMISSIONER BE AND GORDON! BUT YOU'RE EARLY--HAS SOME- FINE--THE POLICE THING GONE WRONG? JA WILL BE ALONG IN A MOMENT. STILL, THERE WAS THAT NOTE, COMMISSIONER. EYES OF MORE THAN PEOPLE!) COULD IT HAVE BEEN A COINCIDENCE I WISH FELLS HADN'T THOUGHT CANNOT TERM THROWN IT AWAY... BATMAN, I KNOW YOU LOVE A MYSTERY-- BUT THIS BE _MURDER-- IT'S COME ON; NOW-= I'VE MORE IM= PORTANT ASSIGNMENTS) A FOR ff YOU! BUT DON'T WoRRY-JUST TO BE SAFE, LL HAVE YOUR HOUSE FULL OF POLICE TONIGHT.” iy I SEE, FRED YOU'RE GOING TO BE OKAY. COME IN READINESS, CARDS TILL THIS COMMISSIONER. MY. BLOWS",,"LIFE IS AT THEIR HANDS- DEATH IS ON THEIR MINDS HENRY FONDA 12 ANGRY MEN, IT EXPLODES LIKE 12 STICKS OF DYNAMITE!",0.0,0.2105,0.0,0.0619
Screenshot_1.png,manga,"DETECTIVE COMICS NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUND: THROUGH GOTHAM CITY..- Poice DIED BEFORE THE VERY AN AUTOPSY HAS REVEALED NOTHING THAN DEATH FROM NATURAL CAUSES. I COMMISSIONER GORDON-- THIS IS FRED BARKER: I'VE RECEIVED THE SAME TYPE Y OF DEATH-NOTE THATIIM DICE DID.’ YOu""VE GOT HELP ME! WE'RE NOT EARLY- your WATCH MUST EL WATERS AND COMMISSIONER BE AND GORDON! BUT YOU'RE EARLY--HAS SOME- FINE--THE POLICE THING GONE WRONG? JA WILL BE ALONG IN A MOMENT. STILL, THERE WAS THAT NOTE, COMMISSIONER. EYES OF MORE THAN PEOPLE!) COULD IT HAVE BEEN A COINCIDENCE I WISH FELLS HADN'T THOUGHT CANNOT TERM THROWN IT AWAY... BATMAN, I KNOW YOU LOVE A MYSTERY-- BUT THIS BE _MURDER-- IT'S COME ON; NOW-= I'VE MORE IM= PORTANT ASSIGNMENTS) A FOR ff YOU! BUT DON'T WoRRY-JUST TO BE SAFE, LL HAVE YOUR HOUSE FULL OF POLICE TONIGHT.” iy I SEE, FRED YOU'RE GOING TO BE OKAY. COME IN READINESS, CARDS TILL THIS COMMISSIONER. MY. BLOWS",,Always,0.0,0.0,0.0,0.0
Screenshot_1.png,manga,"DETECTIVE COMICS NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUND: THROUGH GOTHAM CITY..- Poice DIED BEFORE THE VERY AN AUTOPSY HAS REVEALED NOTHING THAN DEATH FROM NATURAL CAUSES. I COMMISSIONER GORDON-- THIS IS FRED BARKER: I'VE RECEIVED THE SAME TYPE Y OF DEATH-NOTE THATIIM DICE DID.’ YOu""VE GOT HELP ME! WE'RE NOT EARLY- your WATCH MUST EL WATERS AND COMMISSIONER BE AND GORDON! BUT YOU'RE EARLY--HAS SOME- FINE--THE POLICE THING GONE WRONG? JA WILL BE ALONG IN A MOMENT. STILL, THERE WAS THAT NOTE, COMMISSIONER. EYES OF MORE THAN PEOPLE!) COULD IT HAVE BEEN A COINCIDENCE I WISH FELLS HADN'T THOUGHT CANNOT TERM THROWN IT AWAY... BATMAN, I KNOW YOU LOVE A MYSTERY-- BUT THIS BE _MURDER-- IT'S COME ON; NOW-= I'VE MORE IM= PORTANT ASSIGNMENTS) A FOR ff YOU! BUT DON'T WoRRY-JUST TO BE SAFE, LL HAVE YOUR HOUSE FULL OF POLICE TONIGHT.” iy I SEE, FRED YOU'RE GOING TO BE OKAY. COME IN READINESS, CARDS TILL THIS COMMISSIONER. MY. BLOWS","THEIR MINDS!
EXPLODES

Bee

FONDA sTicKs

DYNAMITE!

ANGRY WY","""NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUNDS THROUGH GOTHAM CITY...""
""DICE DIED BEFORE THE VERY EYES OF THOSE 20 PEOPLE! LOOKED LIKE AN AUTOPSY MIGHT REVEAL SOMETHING—OTHER THAN DEATH FROM NATURAL CAUSES. IF IT CANNOT, THEN THIS IS MURDER...""
""STILL, THERE WAS THAT NOTE, COMMISSIONER... COULD IT HAVE BEEN A COINCIDENCE IF DICE FELLS HADN'T TOUCHED THE NOTE—AND THEN THROWN IT AWAY..."", ""BATMAN, I KNOW YOU LOVE A MYSTERY—BUT THIS COULDN'T BE MURDER—IT'S IMPOSSIBLE. COME ON, NOW—I'VE MORE IMPORTANT ASSIGNMENTS FOR YOU..."", ""BUT, TWO DAYS LATER...""
""COMMISSIONER GORDON—THIS IS FRED BARKER. I'VE RECEIVED THE SAME-TYPE OF DEATH-NOTE THAT JIM DICE DID! YOU'VE GOT TO HELP ME!"". ""CALM YOURSELF, BARKER! SOME PRACTICAL JOKER IS TAKING ADVANTAGE OF DICE—BUT DON'T WORRY—JUST TO BE SAFE, I'LL HAVE YOUR HOUSE BE FULL OF POLICE TONIGHT..."",  ""THEN, THAT EVENING...""
""WATERS AND COMMISSIONER GORDON! BUT YOU'RE EARLY—HAS SOMETHING GONE WRONG?""
""WE'RE NOT EARLY—YOUR WATCH MUST BE SLOW!—AND EVERYTHING'S FINE—THE POLICE WILL BE ALONG IN A MOMENT..."", ""AND, AS MIDNIGHT DRAWS NEAR...""
""EVERYTHING'S IN READINESS, COMMISSIONER. MY MEN ARE GUARDING EVERY ENTRANCE..."", ""SEE, FRED? YOU'RE GOING TO BE OKAY. COME ON—LET'S PLAY SOME CARDS TILL THIS HOAX BLOWS OVER.""",0.0,0.475,0.0032,0.0444
Screenshot_1.png,manga,"DETECTIVE COMICS NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUND: THROUGH GOTHAM CITY..- Poice DIED BEFORE THE VERY AN AUTOPSY HAS REVEALED NOTHING THAN DEATH FROM NATURAL CAUSES. I COMMISSIONER GORDON-- THIS IS FRED BARKER: I'VE RECEIVED THE SAME TYPE Y OF DEATH-NOTE THATIIM DICE DID.’ YOu""VE GOT HELP ME! WE'RE NOT EARLY- your WATCH MUST EL WATERS AND COMMISSIONER BE AND GORDON! BUT YOU'RE EARLY--HAS SOME- FINE--THE POLICE THING GONE WRONG? JA WILL BE ALONG IN A MOMENT. STILL, THERE WAS THAT NOTE, COMMISSIONER. EYES OF MORE THAN PEOPLE!) COULD IT HAVE BEEN A COINCIDENCE I WISH FELLS HADN'T THOUGHT CANNOT TERM THROWN IT AWAY... BATMAN, I KNOW YOU LOVE A MYSTERY-- BUT THIS BE _MURDER-- IT'S COME ON; NOW-= I'VE MORE IM= PORTANT ASSIGNMENTS) A FOR ff YOU! BUT DON'T WoRRY-JUST TO BE SAFE, LL HAVE YOUR HOUSE FULL OF POLICE TONIGHT.” iy I SEE, FRED YOU'RE GOING TO BE OKAY. COME IN READINESS, CARDS TILL THIS COMMISSIONER. MY. BLOWS","THEIR MINDS!
EXPLODES

Bee

FONDA sTicKs

DYNAMITE!

ANGRY WY","LIFE IS AT THEIR HANDS- DEATH IS ON THEIR MINDS HENRY FONDA 12 ANGRY MEN, IT EXPLODES LIKE 12 STICKS OF DYNAMITE!",0.3158,0.2105,0.0354,0.0619
Screenshot_1.png,manga,"DETECTIVE COMICS NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUND: THROUGH GOTHAM CITY..- Poice DIED BEFORE THE VERY AN AUTOPSY HAS REVEALED NOTHING THAN DEATH FROM NATURAL CAUSES. I COMMISSIONER GORDON-- THIS IS FRED BARKER: I'VE RECEIVED THE SAME TYPE Y OF DEATH-NOTE THATIIM DICE DID.’ YOu""VE GOT HELP ME! WE'RE NOT EARLY- your WATCH MUST EL WATERS AND COMMISSIONER BE AND GORDON! BUT YOU'RE EARLY--HAS SOME- FINE--THE POLICE THING GONE WRONG? JA WILL BE ALONG IN A MOMENT. STILL, THERE WAS THAT NOTE, COMMISSIONER. EYES OF MORE THAN PEOPLE!) COULD IT HAVE BEEN A COINCIDENCE I WISH FELLS HADN'T THOUGHT CANNOT TERM THROWN IT AWAY... BATMAN, I KNOW YOU LOVE A MYSTERY-- BUT THIS BE _MURDER-- IT'S COME ON; NOW-= I'VE MORE IM= PORTANT ASSIGNMENTS) A FOR ff YOU! BUT DON'T WoRRY-JUST TO BE SAFE, LL HAVE YOUR HOUSE FULL OF POLICE TONIGHT.” iy I SEE, FRED YOU'RE GOING TO BE OKAY. COME IN READINESS, CARDS TILL THIS COMMISSIONER. MY. BLOWS","THEIR MINDS!
EXPLODES

Bee

FONDA sTicKs

DYNAMITE!

ANGRY WY",Always,0.0,0.0,0.0,0.0
Screenshot_10.png,manga,,,"コ…コロン…
その生物は
一体何だ!?

わーっ
そんな物
食べるな!!

バリッ バリッ",0.0,0.0,0.0,0.0
Screenshot_10.png,manga,,,"コ…コロン…
その生物は
一体何だ!?

わーっ
そんな物
食べるな!!

バリッ バリッ",0.0,0.0,0.0,0.0
Screenshot_10.png,manga,,TOKYO EXHIBITION,"コ…コロン…
その生物は
一体何だ!?

わーっ
そんな物
食べるな!!

バリッ バリッ",0.0,0.0,0.0,0.0
Screenshot_10.png,manga,,TOKYO EXHIBITION,"コ…コロン…
その生物は
一体何だ!?

わーっ
そんな物
食べるな!!

バリッ バリッ",0.0,0.0,0.0,0.0
Screenshot_12.png,manga,,,BLOOD MANIP-ULA-TION…,0.0,0.0,0.0,0.0
Screenshot_12.png,manga,,,"آپ کی احتیاط
آپ کی سلامتی کی
ضمانت ہے",0.0,0.0,0.0,0.0
Screenshot_12.png,manga,,"aD ode Debs obese vdob dey
4

2
*
=
”
*
*
ry
*
+
ca

ed ee

HPP SEES HS bt oe

Bs oD oe oe evoke vedo ap ode voles ote de",BLOOD MANIP-ULA-TION…,0.0,0.0,0.0952,0.0
Screenshot_12.png,manga,,"aD ode Debs obese vdob dey
4

2
*
=
”
*
*
ry
*
+
ca

ed ee

HPP SEES HS bt oe

Bs oD oe oe evoke vedo ap ode voles ote de","آپ کی احتیاط
آپ کی سلامتی کی
ضمانت ہے",0.0,0.0,0.0541,0.0
Screenshot_2.png,manga,"DETECTIVE COMICS OF THE Y JOKER'S REVERSE BUT TWO WATCHING FIGURES HURRY! A TRICKS! WATCH NOT BEEN FOOLED BY THE JOKER'S THOSE CLOCKS CLEVER RUSE.’ ARE WRONG— ALL THEY'RE THAT ANOTHER A THE FUSS RUNNING, HE'S IN THERE REVERSED CRIME! ABOUT BACKWARDS. SOME PLACE... FIRST THE NEWS DOWN oe STORY...THEN THE GETAWAY... AND NOW: HE'LL RETURN TO STEAL GOLD! THERE THAT INVALID IN THE Wt HUNCH IS RIGHT, FOR WHEELCHAIR— HIS SHOES ARE Bam HE'S BEEN WALKING! QUICK NOW'S A OUR CHANCE PLEASE LET US WS A SWELL Net TIME You WAY OPEN PLAY INVALID, JOKER, UP THAT LOCKED WIPE THE DUST OFF YOUR SHOES.’","PLEASE LET
US PASS!
THIS MAN

iS cus

| BUT TWO WATCHING &
NOT BEEN FOOLE

TIVE COMICS

HURRY, ANOTHER OF THE
THOSE CLOCKS JOKER'S REVERSE
ARE WRONG— @ TRICKS! WATCH

THEYRE THAT CROWD!
RUNNING _, J HE'S IN THERE
BACKWARDS.’ SOME PLACE

IGURES HAVE
R

THAT INVALID IN THEN@ BATMAN'S HUNCH IS RIGHT, FOR
WHEELCHAIR— HIS VI} SUDDENLY.
SHOES ARE DUsTY.’, J er
HE'S BEEN WALKING! Jam Quick. NOW'S
HE'S A FAKE,” 4am OUR CHANCE./

START THE

WESTERN

FLIER— IN
EVERSE J

ITS A SWELL NEXT TIME YOU
WAY 1O OPEN PLAY INVALID, JOKER,
UP THAT Lockeo ) | |WIPE THE DUST OFF
GOLD CAR,’ YOUR SHOES","But two watching figures have not been fooled by the Joker's clever ruse. Hurry! Those clocks are wrong -- they're running backwards!
Another of the Joker's reverse tricks! Watch that crowd! He's in there some place... Please let us pass! This man is ill!
That invalid in the wheelchair -- his shoes are dusty, he's been walking. He's a fake!  Batman's hunch is right, for suddenly...
Quick! Now's our chance. Now to start the Western Flier -- in reverse! It's a swell way to open up that locked gold car! Next time you play invalid, Joker, wipe the dust off your shoes!
And next time you play detective --
Another reversed crime! First the news story... then the getaway... and now he'll return to steal the gold!
What's all the fuss about down there?  ",0.5437,0.6796,0.0412,0.0638
