filename,category_x,ocr_text,detected_language,translation_en,translation_ja,translation_ur,translation_zh,status,category_y,image_path,ground_truth,notes,char_accuracy,word_accuracy
Screenshot_1.png,manga,"DETECTIVE COMICS NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUND: THROUGH GOTHAM CITY..- Poice DIED BEFORE THE VERY AN AUTOPSY HAS REVEALED NOTHING THAN DEATH FROM NATURAL CAUSES. I COMMISSIONER GORDON-- THIS IS FRED BARKER: I'VE RECEIVED THE SAME TYPE Y OF DEATH-NOTE THATIIM DICE DID.’ YOu""VE GOT HELP ME! WE'RE NOT EARLY- your WATCH MUST EL WATERS AND COMMISSIONER BE AND GORDON! BUT YOU'RE EARLY--HAS SOME- FINE--THE POLICE THING GONE WRONG? JA WILL BE ALONG IN A MOMENT. STILL, THERE WAS THAT NOTE, COMMISSIONER. EYES OF MORE THAN PEOPLE!) COULD IT HAVE BEEN A COINCIDENCE I WISH FELLS HADN'T THOUGHT CANNOT TERM THROWN IT AWAY... BATMAN, I KNOW YOU LOVE A MYSTERY-- BUT THIS BE _MURDER-- IT'S COME ON; NOW-= I'VE MORE IM= PORTANT ASSIGNMENTS) A FOR ff YOU! BUT DON'T WoRRY-JUST TO BE SAFE, LL HAVE YOUR HOUSE FULL OF POLICE TONIGHT.” iy I SEE, FRED YOU'RE GOING TO BE OKAY. COME IN READINESS, CARDS TILL THIS COMMISSIONER. MY. BLOWS",en,,翌日、探偵漫画、ダイスの奇妙な死のニュースがゴッサムシティ中に響きわたる… - 解剖によって自然死以外の何も明らかにならないうちに、ポースは死亡した。ゴードン長官--フレッド・バーカーです:ダイスが受け取ったのと同じタイプYのデスノートを受け取りました。』助けてください!私たちはまだ早くありません-あなたの時計はエル・ウォーターズと長官とゴードンでなければなりません!しかし、あなたは早い--大丈夫です--警察は間違いを犯しましたか? JA はすぐに解決します。それでも、そのメモは多くの人から注目されていました!) 捨てられないとは思わなかったのは偶然でしたか... バットマン、あなたがミステリーを愛していることは知っています。でも、これは殺人です - さあ、もうすぐです - = 私にはもっと重要な任務があります) でも心配しないでください - 安全のため、今夜あなたの家は警察でいっぱいです。」なるほど、フレッド、きっと大丈夫だよ。準備を整えて、この委員長までカードを渡してください。私の。打撃,جاسوسی کامکس اگلے دن، جیسے ہی ڈائس کی عجیب موت کی خبر گونجتی ہے: گوتھم سٹی کے ذریعے۔ میں کمشنر گورڈن-- یہ فریڈ بارکر ہے: مجھے اسی قسم کا Y آف ڈیتھ نوٹ تھاٹیم ڈائس موصول ہوا ہے۔ آپ نے میری مدد کی ہے! ہم جلد نہیں ہیں- آپ کی نگرانی ضروری ہے اور گورڈن ڈبلیو! لیکن آپ کے پاس کچھ ٹھیک ہے - جے اے اب بھی کچھ لوگوں کی نظروں میں تھا! میں نے سوچا بھی نہیں تھا کہ اسے دور پھینک دیا جائے... بیٹ مین، میں جانتا ہوں کہ تم ایک راز سے محبت کرتے ہو-- لیکن یہ _مرڈر ہے-- اب آنے والا ہے-= میرے پاس مزید IM = پورٹ آؤٹ ہے! فکر کریں-محفوظ رہنے کے لیے، آج رات آپ کا گھر پولیس سے بھرا ہو گا۔ میں دیکھ رہا ہوں، فریڈ آپ ٹھیک ہو جائیں گے۔ تیار رہیں، اس کمشنر تک کارڈز۔ میرا بلوز,侦探漫画第二天，关于戴斯离奇死亡的消息传遍了哥谭市……在尸检结果显示他是自然死亡之前，戴斯就去世了。我是戈登专员——我是弗雷德·巴克：我收到了与骰子相同类型的死亡笔记。’你一定要帮帮我！我们还没到——你的手表必须是沃特斯和专员，还有戈登！但是你还早——有一些——很好——警察出问题了？一会儿就会出现，专员，还有更多人的眼睛！）这可能是巧合，我希望不能把它扔掉……蝙蝠侠，我知道你喜欢一个谜——但这是一个巧合。 _谋杀——现在开始了——=我还有更多重要的任务）是给你的！但别担心——为了安全起见，今晚你的房子里都会有警察。”我明白了，弗雷德，你会没事的。请做好准备，向这位专员发卡。我的。吹,success,handwritten,sample_images/handwritten\Screenshot.1.png,Always,,0.0,0.0
Screenshot_10.png,manga,,unknown,,,,,success,manga,sample_images/manga\Screenshot.10.png,"コ…コロン…
その生物は
一体何だ!?

わーっ
そんな物
食べるな!!

バリッ バリッ",,0.0,0.0
Screenshot_10.png,manga,,unknown,,,,,success,stylized,sample_images/stylized\Screenshot_10.png,"コ…コロン…
その生物は
一体何だ!?

わーっ
そんな物
食べるな!!

バリッ バリッ",,0.0,0.0
Screenshot_12.png,manga,,unknown,,,,,success,manga,sample_images/manga\Screenshot.12.png,BLOOD MANIP-ULA-TION…,,0.0,0.0
Screenshot_12.png,manga,,unknown,,,,,success,stylized,sample_images/stylized\Screenshot_12.png,"آپ کی احتیاط
آپ کی سلامتی کی
ضمانت ہے",,0.0,0.0
Screenshot_2.png,manga,"DETECTIVE COMICS OF THE Y JOKER'S REVERSE BUT TWO WATCHING FIGURES HURRY! A TRICKS! WATCH NOT BEEN FOOLED BY THE JOKER'S THOSE CLOCKS CLEVER RUSE.’ ARE WRONG— ALL THEY'RE THAT ANOTHER A THE FUSS RUNNING, HE'S IN THERE REVERSED CRIME! ABOUT BACKWARDS. SOME PLACE... FIRST THE NEWS DOWN oe STORY...THEN THE GETAWAY... AND NOW: HE'LL RETURN TO STEAL GOLD! THERE THAT INVALID IN THE Wt HUNCH IS RIGHT, FOR WHEELCHAIR— HIS SHOES ARE Bam HE'S BEEN WALKING! QUICK NOW'S A OUR CHANCE PLEASE LET US WS A SWELL Net TIME You WAY OPEN PLAY INVALID, JOKER, UP THAT LOCKED WIPE THE DUST OFF YOUR SHOES.’",en,,Y ジョーカーの逆転の探偵漫画、しかし見ている二人は急いでいます！トリック！ジョーカーのあの時計の巧妙な策略に騙されないように気をつけろ。』は間違っている――他人が騒ぎを起こしているのはすべて、彼はそこで逆転の犯罪を犯しているのだ！後進について。どこかの場所...最初にニュース、ストーリー...その後逃走...そして今:彼は金を盗むために戻ってきます!車椅子の場合、その直感が無効であるという意見は正しいです。彼の靴はバムです、彼は歩いているのです！今がチャンスです。オープンまでに十分な時間を与えてください。無効なプレイ、ジョー​​カー、ロックされた靴の上のほこりを拭いてください。」,Y Joker's Revers کی جاسوسی مزاحیہ لیکن دو دیکھنے والی شخصیات جلدی کریں! ایک چالیں! دیکھو جوکر کی گھڑیوں کی چالاک چالوں سے دھوکہ نہیں کھایا گیا۔ ’غلط ہیں- وہ سب ایک اور ہنگامہ خیز چل رہے ہیں، وہ الٹے جرم میں ہے! پیچھے کی طرف کے بارے میں کچھ جگہ... پہلی خبر نیچے کی کہانی... پھر فرار... اور اب: وہ سونا چرانے کے لیے واپس آئے گا! Wt HUNCH میں وہ غلط ہے، وہیل چیئر کے لیے- اس کے جوتے بام ہیں وہ چل رہا ہے! ابھی ہمارا موقع ہے، براہِ کرم ہمیں ایک صاف ستھرا وقت آنے دیں جب آپ کھلے کھلے کھیل کو غلط، جوکر، آپ کے جوتوں کی دھول مٹانے کے لیے بند کر دیں۔,Y小丑反转的侦探漫画，但两个观看人物快点！技巧！注意不要被小丑的那些时钟聪明的诡计所愚弄。”是错误的——所有这些都是另一场大惊小怪的事情，他在那里犯下了逆转的罪行！关于向后。某个地方...首先是故事的新闻...然后是逃跑...现在：他会回来偷金子！那位残疾人的预感是对的，因为他坐轮椅——他的鞋子很糟糕，他一直在走路！现在我们的机会来了，请让我们畅享网络时光，你打开游戏，无效，小丑，上锁，擦掉鞋子上的灰尘。,success,manga,sample_images/manga\Screenshot_2.png,"But two watching figures have not been fooled by the Joker's clever ruse. Hurry! Those clocks are wrong -- they're running backwards!
Another of the Joker's reverse tricks! Watch that crowd! He's in there some place... Please let us pass! This man is ill!
That invalid in the wheelchair -- his shoes are dusty, he's been walking. He's a fake!  Batman's hunch is right, for suddenly...
Quick! Now's our chance. Now to start the Western Flier -- in reverse! It's a swell way to open up that locked gold car! Next time you play invalid, Joker, wipe the dust off your shoes!
And next time you play detective --
Another reversed crime! First the news story... then the getaway... and now he'll return to steal the gold!
What's all the fuss about down there?  ",,0.0638,0.6796
Screenshot_2.png,manga,"DETECTIVE COMICS OF THE Y JOKER'S REVERSE BUT TWO WATCHING FIGURES HURRY! A TRICKS! WATCH NOT BEEN FOOLED BY THE JOKER'S THOSE CLOCKS CLEVER RUSE.’ ARE WRONG— ALL THEY'RE THAT ANOTHER A THE FUSS RUNNING, HE'S IN THERE REVERSED CRIME! ABOUT BACKWARDS. SOME PLACE... FIRST THE NEWS DOWN oe STORY...THEN THE GETAWAY... AND NOW: HE'LL RETURN TO STEAL GOLD! THERE THAT INVALID IN THE Wt HUNCH IS RIGHT, FOR WHEELCHAIR— HIS SHOES ARE Bam HE'S BEEN WALKING! QUICK NOW'S A OUR CHANCE PLEASE LET US WS A SWELL Net TIME You WAY OPEN PLAY INVALID, JOKER, UP THAT LOCKED WIPE THE DUST OFF YOUR SHOES.’",en,,Y ジョーカーの逆転の探偵漫画、しかし見ている二人は急いでいます！トリック！ジョーカーのあの時計の巧妙な策略に騙されないように気をつけろ。』は間違っている――他人が騒ぎを起こしているのはすべて、彼はそこで逆転の犯罪を犯しているのだ！後進について。どこかの場所...最初にニュース、ストーリー...その後逃走...そして今:彼は金を盗むために戻ってきます!車椅子の場合、その直感が無効であるという意見は正しいです。彼の靴はバムです、彼は歩いているのです！今がチャンスです。オープンまでに十分な時間を与えてください。無効なプレイ、ジョー​​カー、ロックされた靴の上のほこりを拭いてください。」,Y Joker's Revers کی جاسوسی مزاحیہ لیکن دو دیکھنے والی شخصیات جلدی کریں! ایک چالیں! دیکھو جوکر کی گھڑیوں کی چالاک چالوں سے دھوکہ نہیں کھایا گیا۔ ’غلط ہیں- وہ سب ایک اور ہنگامہ خیز چل رہے ہیں، وہ الٹے جرم میں ہے! پیچھے کی طرف کے بارے میں کچھ جگہ... پہلی خبر نیچے کی کہانی... پھر فرار... اور اب: وہ سونا چرانے کے لیے واپس آئے گا! Wt HUNCH میں وہ غلط ہے، وہیل چیئر کے لیے- اس کے جوتے بام ہیں وہ چل رہا ہے! ابھی ہمارا موقع ہے، براہِ کرم ہمیں ایک صاف ستھرا وقت آنے دیں جب آپ کھلے کھلے کھیل کو غلط، جوکر، آپ کے جوتوں کی دھول مٹانے کے لیے بند کر دیں۔,Y小丑反转的侦探漫画，但两个观看人物快点！技巧！注意不要被小丑的那些时钟聪明的诡计所愚弄。”是错误的——所有这些都是另一场大惊小怪的事情，他在那里犯下了逆转的罪行！关于向后。某个地方...首先是故事的新闻...然后是逃跑...现在：他会回来偷金子！那位残疾人的预感是对的，因为他坐轮椅——他的鞋子很糟糕，他一直在走路！现在我们的机会来了，请让我们畅享网络时光，你打开游戏，无效，小丑，上锁，擦掉鞋子上的灰尘。,success,stylized,sample_images/stylized\Screenshot_2.png,,"Ineligable, only for training SVM",,
Screenshot_2.png,manga,"DETECTIVE COMICS OF THE Y JOKER'S REVERSE BUT TWO WATCHING FIGURES HURRY! A TRICKS! WATCH NOT BEEN FOOLED BY THE JOKER'S THOSE CLOCKS CLEVER RUSE.’ ARE WRONG— ALL THEY'RE THAT ANOTHER A THE FUSS RUNNING, HE'S IN THERE REVERSED CRIME! ABOUT BACKWARDS. SOME PLACE... FIRST THE NEWS DOWN oe STORY...THEN THE GETAWAY... AND NOW: HE'LL RETURN TO STEAL GOLD! THERE THAT INVALID IN THE Wt HUNCH IS RIGHT, FOR WHEELCHAIR— HIS SHOES ARE Bam HE'S BEEN WALKING! QUICK NOW'S A OUR CHANCE PLEASE LET US WS A SWELL Net TIME You WAY OPEN PLAY INVALID, JOKER, UP THAT LOCKED WIPE THE DUST OFF YOUR SHOES.’",en,,Y ジョーカーの逆転の探偵漫画、しかし見ている二人は急いでいます！トリック！ジョーカーのあの時計の巧妙な策略に騙されないように気をつけろ。』は間違っている――他人が騒ぎを起こしているのはすべて、彼はそこで逆転の犯罪を犯しているのだ！後進について。どこかの場所...最初にニュース、ストーリー...その後逃走...そして今:彼は金を盗むために戻ってきます!車椅子の場合、その直感が無効であるという意見は正しいです。彼の靴はバムです、彼は歩いているのです！今がチャンスです。オープンまでに十分な時間を与えてください。無効なプレイ、ジョー​​カー、ロックされた靴の上のほこりを拭いてください。」,Y Joker's Revers کی جاسوسی مزاحیہ لیکن دو دیکھنے والی شخصیات جلدی کریں! ایک چالیں! دیکھو جوکر کی گھڑیوں کی چالاک چالوں سے دھوکہ نہیں کھایا گیا۔ ’غلط ہیں- وہ سب ایک اور ہنگامہ خیز چل رہے ہیں، وہ الٹے جرم میں ہے! پیچھے کی طرف کے بارے میں کچھ جگہ... پہلی خبر نیچے کی کہانی... پھر فرار... اور اب: وہ سونا چرانے کے لیے واپس آئے گا! Wt HUNCH میں وہ غلط ہے، وہیل چیئر کے لیے- اس کے جوتے بام ہیں وہ چل رہا ہے! ابھی ہمارا موقع ہے، براہِ کرم ہمیں ایک صاف ستھرا وقت آنے دیں جب آپ کھلے کھلے کھیل کو غلط، جوکر، آپ کے جوتوں کی دھول مٹانے کے لیے بند کر دیں۔,Y小丑反转的侦探漫画，但两个观看人物快点！技巧！注意不要被小丑的那些时钟聪明的诡计所愚弄。”是错误的——所有这些都是另一场大惊小怪的事情，他在那里犯下了逆转的罪行！关于向后。某个地方...首先是故事的新闻...然后是逃跑...现在：他会回来偷金子！那位残疾人的预感是对的，因为他坐轮椅——他的鞋子很糟糕，他一直在走路！现在我们的机会来了，请让我们畅享网络时光，你打开游戏，无效，小丑，上锁，擦掉鞋子上的灰尘。,success,handwritten,sample_images/handwritten\Screenshot.2.png,Handwritten,,0.0909,0.0
Screenshot_23.png,manga,"CAR rs TH’ Wat per CHEAP-SIXATE HOOKIN’ A Be Rea? “STARTG AGAIN, ALUS WELL UNTIL SHORTY STRIKES A IN ‘THE ROAD, Takes Mer GROUP OF HARD MEN WELL, WHAT'S HAPPENED",en,,格安料金での車の料金は何ですか? 「やり直し、アルス、ショートティが道路で衝突し、屈強な男たちのグループをうまく連れて行くまではうまくいきました、何が起こったのか」,"CAR rs TH' Wat per Cheap-Sixate Hookin' A Be Rea؟ ""دوبارہ شروع کریں، ایلس اس وقت تک جب تک کہ سڑک پر مختصر ہڑتال نہ ہو، سخت آدمیوں کے میر گروپ کو اچھی طرح سے لے جائے، کیا ہوا",CAR rs TH’ Wat per CHEAP-SIXATE HOOKIN’ A Be Rea？ “重新开始，直到矮个子在路上袭击，让梅尔的硬汉们好起来，发生了什么,success,manga,sample_images/manga\Screenshot_23.png,"MEANWHILE —THE CAR STOPS — ITS OWNER GOES INSIDE A DRUG STORE FOR CIGARETTES
I'LL HIDE HERE IN THE RUMBLE SEAT WHERE I WON'T BE DETECTED

THE AUTO STARTS AGAIN — ALL'S WELL UNTIL SUDDENLY IT STRIKES A BUMP IN THE ROAD
BUMP!SHORTY IS KNOCKED UNCONSCIOUS
BONG!THE CAR IS DRIVEN WITHIN A LARGE GARAGE WHERE IT IS MET BY A GROUP OF HARD-LOOKING MEN
WELL, WHAT'S HAPPENED?PLENTY! LISTEN, YOU BIRDS! WE'VE GOT TO ACT — AND ACT FAST!
SCRAM, YOU HOBOS! GO ON, SCRAM!
HA! HA! LOOK AT TH' CHEAP-SKATE HOBOS! HITCHIN' A RIDE!",,0.0272,0.1579
Screenshot_3.png,manga,"Editorial Advisory Board OR, LAURETTA BENDER Associate Professor of Psychiatry School of New York University JOSETTE FRANK Consultant on Children’s Reading, Child Study Association of America OR. BOWIE MILLICAN of English Literature New York University Or. SONES Professor of Education and Director of Curticulum Study, University of Pittsburgh Dr. HARCOURT PEPPARD Acting Director, Bureau of Child Guidance Board of Education, City of New York THERE'S NO SUCH ANIMAL. WE'VE HUNTED HIGH The following mag- azines all bear this trademark as your guarantee of the best in comic reading: ACTION COMICS A DATE WITH JUDY ADVENTURE COMICS ALL-AMERICAN COMICS ALL-FLASH ALL FUNNY COMICS ALL-STAR COMICS ANIMAL ANTICS BATMAN BOY COMMANDOS BUZZY COMIC CAVALCADE DETECTIVE COMICS FLASH COMICS FUNNY FOLKS FUNNY STUFF GREEN LANTERN LEADING COMICS MORE FUN COMICS MUTT JEFF REAL FACT COMICS REAL SCREEN COMICS SENSATION COMICS STAR SPANGLED COMICS SUPERMAN WONDER. WOMAN WORLD'S FINEST COMICS DETECTIVE COMICS, No, Oc! Published mon! ly by National Comics Publications, Lexington Ave., New York Whitney Ellsw Reentered as second closs matter at the Post Office at Now York, under the act of March Yearly subscription in the including postage. Foreign, in American funds, For advert rates oddrese Richard Feldan AND Low, IN LAND OF APE AND CANNIBAL, BUT NOWHERE To BE FOUND IS THE UNKNOWN POOR CHAP, HE'LL NEVER READ THE BOOKS WITH THE SIGN THAT MEANS WANT IT, GEE. -ON THE COVER OF FLASH COMICS FOR YOUR GUARANTEE OF THE BEST IN ANY COMIC MAGAZINE St, New York Entire contents copy- National Comics Publications, Inc. Except those who have authorized ure of their. names, the stories, characters incidents. mentioned ore. en- ticely imaginary and fictitious and ‘no identification with: actual persons, living or dead, is intended or should be inferred. Peinted",en,,"編集諮問委員会 OR、LAURETTA BENDER ニューヨーク大学精神科准教授 JOSETTE FRANK アメリカ児童研究協会、児童読書コンサルタント。ニューヨーク大学英文学のボウイ・ミリカンまたは。 SONES ピッツバーグ大学教育教授兼教育研究部長 ハーコート・ペパード博士 ニューヨーク市児童指導局教育委員会局長代理 そんな動物は存在しない。 WE'VE HUNTED HIGH 以下の雑誌はすべて、最高のコミック読み物を保証するためにこの商標を付けています: アクション コミック ジュディとのデート アドベンチャー コミック オール アメリカン コミック オール フラッシュ オール ファニー コミック オールスター コミック アニマル アンチックス バットマン ボーイ コマンドズ バジー コミック カヴァルケイド 刑事コミック フラッシュ コミックファニー・フォークス ファニー・スタッフ グリーン・ランタン リーディング・コミック もっと楽しいコミック マット・ジェフ リアル・ファクト・コミック リアル・スクリーン・コミック センセーション・コミック スター・スパングル・コミック スーパーマン・ワンダー。女性世界最高のコミック探偵コミック、いいえ、オク！公開モン！ニューヨーク州レキシントンアベニュー、ナショナル・コミックス・パブリケーションズ社発行 ホイットニー・エルズ 郵便料金込みの 3 月年間定期購読の法に基づいて、ナウヨークの郵便局で第 2 次事項として再入力されました。外国人で、アメリカの資金で、広告料金は奇妙だ リチャード・フェルダンとロー、猿と人食いの国で、でもどこにも無名の貧乏人は見つからない、彼はそれが欲しいという意味のサインが書かれた本を決して読まないでしょう、おい。 - あらゆるコミック雑誌の中で最高のものを保証するために、フラッシュ コミックの表紙に掲載 ニューヨーク州セント 内容全体のコピー - National Comic Publications, Inc. 許可を与えた者を除く。名前、ストーリー、登場人物の事件。鉱石について言及した。非常に想像的で架空のものであり、生死を問わず、実際の人物との同一視は意図されておらず、また推測されるべきではありません。塗装済み",ایڈیٹوریل ایڈوائزری بورڈ یا، نیویارک یونیورسٹی کے سائیکیٹری سکول کے ایسوسی ایٹ پروفیسر جوسیٹ فرینک کنسلٹنٹ برائے چلڈرن ریڈنگ، چائلڈ سٹڈی ایسوسی ایشن آف امریکہ یا۔ BOWIE MILLICAN انگریزی ادب نیویارک یونیورسٹی یا. SONES پروفیسر آف ایجوکیشن اور ڈائریکٹر آف کرٹیکولم اسٹڈی، یونیورسٹی آف پٹسبرگ ڈاکٹر ہارکورٹ پیپرڈ قائم مقام ڈائریکٹر، بیورو آف چائلڈ گائیڈنس بورڈ آف ایجوکیشن، سٹی آف نیویارک ایسا کوئی جانور نہیں ہے۔ ہم نے اعلیٰ درجے کا شکار کیا ہے مندرجہ ذیل میگزینز تمام اس ٹریڈ مارک کو مزاحیہ پڑھنے میں بہترین کی ضمانت کے طور پر رکھتے ہیں: ایکشن کامکس ایک تاریخ کے ساتھ جوڈی ایڈونچر کامکس آل امریکن کامکس آل فلاش تمام فنی کامکس آل اسٹار کامکس اور بی ایم بی۔ BUZZY COMIC CAVALCADE جاسوسی مزاحیہ مزاحیہ فلیش کامکس مضحکہ خیز لوگ مضحکہ خیز مواد سبز لالٹین معروف کامکس مزید مزے دار کامکس مٹ جیف حقیقی حقیقت کامکس اصلی اسکرین کامکس سینسیشن کامکس اسپینسسٹارڈس۔ عورت کی دنیا کی بہترین مزاحیہ جاسوسی مزاحیہ، نہیں، Oc! شائع شدہ پیر! نیشنل کامکس پبلی کیشنز، لیکسنگٹن ایوینیو، نیو یارک کی طرف سے وٹنی ایلسو نے ڈاک سمیت مارچ کے سالانہ سبسکرپشن کے ایکٹ کے تحت، ناؤ یارک کے پوسٹ آفس میں دوسرے بند معاملے کے طور پر دوبارہ داخلہ لیا۔ فارن، امریکن فنڈز میں، اشتہاری شرحوں کے لیے رچرڈ فیلڈن اور لو، ان لینڈ آف ایپی اینڈ کینبل، لیکن کہیں بھی نہیں ملنا نامعلوم غریب چیپ ہے، وہ کبھی بھی بہنوں کے ساتھ کتابیں نہیں پڑھے گا۔ -کسی بھی مزاحیہ میگزین سینٹ، نیو یارک میں آپ کی بہترین گارنٹی کے لیے فلیش کامکس کے سرورق پر پورے مواد کی کاپی- نیشنل کامکس پبلی کیشنز، انکارپوریٹڈ کے علاوہ ان لوگوں کے جنہوں نے اس کی اجازت دی ہے۔ نام، کہانیاں، کرداروں کے واقعات۔ ذکر شدہ ایسک. فرضی طور پر خیالی اور فرضی اور 'اس کے ساتھ کوئی شناخت نہیں: حقیقی افراد، زندہ یا مردہ، مقصود ہے یا اس کا اندازہ لگایا جانا چاہیے۔ پینٹ شدہ,"编辑顾问委员会 OR，LAURETTA BENDER 纽约大学精神病学学院副教授 JOSETTE FRANK 美国儿童研究协会儿童阅读顾问 OR。纽约大学英语文学专业的 BOWIE MILLICAN。 SONES 匹兹堡大学教育教授兼课程研究主任 HARCOURT PEPPARD 博士 纽约市教育委员会儿童指导局代理主任 没有这样的动物。 WE’VE HUNTED HIGH 以下杂志均标有此商标，作为您获得最佳漫画阅读体验的保证： ACTION COMICS A DATE with JUDY ADVENTURE COMICS ALL-AMERICAN COMICS ALL-FLASH ALL FUNNY COMICS ALL-STAR COMICS ANIMAL ANTICS BATMAN BOY COMMANDOS BUZZY COMIC CAVALCADE 侦探漫画 Flash COMICS FUNNY民间有趣的东西 绿灯侠 领先漫画 更有趣的漫画 穆特·杰夫 真实漫画 真实屏幕漫画 轰动漫画 星条旗漫画 超人奇迹。女性世界最好的漫画侦探漫画，不，OC！周一发布！由纽约列克星敦大道国家漫画出版社出版 惠特尼·埃尔斯 (Whitney Ellsw) 根据 3 月份的法案，在纽约邮局重新登记为第二封邮件，包括邮资的年度订阅。外国，在美国资金中，对于广告费奇数理查德·费尔丹和低，在猿和食人族的土地上，但无处可找到的是未知的可怜的家伙，他永远不会读带有意味着想要它的标志的书，哎呀。 - FLASH 漫画封面，保证您获得任何漫画杂志中的最佳内容 纽约州圣 全部内容复制 - National Comics Publications, Inc. 经其授权的人除外。名字、故事、人物事件。提到的矿石。令人着迷的想象和虚构，并且“不认同：真实的人，无论是活着的还是死了的，是有意或应该推断的。”彩绘",success,manga,sample_images/manga\Screenshot_3.png,"X is for UNKNOWN X is an unknown quantity. Nobody knows what it is. That’s why it’s called X. It’s used in mathematics and in stories. It’s always something you can’t find. Dr. Lauretta Bender, Associate Professor of Psychiatry, School of Medicine, New York University
Josette Frank, Consultant on Children’s Reading, Child Study Association of America
Dr. C. Bowie Millican, Department of English Literature, New York University
Dr. W. W. D. Sones, Professor of Education and Director of Curriculum Study, University of Pittsburgh
Dr. S. Harcourt Peppard, Acting Director, Bureau of Curriculum Development, Board of Education, City of New York ACTION COMICS
DATE WITH JUDY
ADVENTURE COMICS
ALL-AMERICAN COMICS
ALL-FLASH
ALL FUNNY COMICS
ALL-STAR COMICS
ANIMAL ANTICS
BOY COMMANDOS
BUZZY
COMIC CAVALCADE
DETECTIVE COMICS
FLASH COMICS
FUNNY FOLKS
FUNNY STUFF
GREEN LANTERN
LEADING COMICS
MORE FUN COMICS
MUTT & JEFF
REAL FACT COMICS
REAL SCREEN COMICS
SENSATION COMICS
STAR SPANGLED COMICS
SUPERMAN
WONDER WOMAN
WORLD’S FINEST COMICS DETECTIVE COMICS, No. 128, Oct., 1947. Published monthly.
205 E. 42nd St., New York 17, N.Y.
Entire contents copyright 1947 by National Comics Publications, Inc.
Editorial offices: 480 Lexington Avenue, New York 17, N.Y.
Subscription rates: In the United States and possessions, 1 year $1.00; Canada and foreign countries, $1.50 per year.
Printed in U.S.A.",,0.0533,0.5513
